S.No,Date,City,Country,Customer Type,Gender,Product Category,Product,SKU,Unit Cost,Sales Price,Quantity,Cost of Goods Sold,Discount,Payment Method,Revenue,Profit
167,05-07-2024,Sangli,India,Normal,Male,Clothing,Pants,1011,"? 1,500.00","? 1,950.00",1,1500,? 97.50,Cash,"? 1,950.00",? 450.00
168,05-07-2024,Ras Al Khaimah,UAE,Member,Male,Groceries,Milk,1021,? 60.00,? 78.00,9,540,? 67.50,Cash,? 675.00,? 135.00
169,05-07-2024,Dubai,UAE,Normal,Female,Personal Care,Deodorant,1056,? 200.00,? 260.00,7,1400,? 100.00,Credit Card,"? 1,820.00",? 420.00
170,05-07-2024,Leipzig,Germany,Normal,Female,Electronics,Charger,1007,? 800.00,"? 1,040.00",5,4000,? 104.00,Cash,"? 5,200.00","? 1,200.00"
171,05-07-2024,Tenali,India,Normal,Male,Groceries,Cooking Oil,1028,? 140.00,? 182.00,3,420,? 27.30,Cash,? 546.00,? 126.00
172,05-07-2024,Las Vegas,USA,Member,Male,Personal Care,Razor,1057,? 50.00,? 65.00,5,250,? 32.50,Cash,? 325.00,? 75.00
173,05-07-2024,Jaipur,India,Normal,Female,Electronics,Power Bank,1006,"? 1,200.00","? 1,560.00",3,3600,? 156.00,E-Wallet,"? 4,680.00","? 1,080.00"
174,05-07-2024,Kansas City,USA,Normal,Male,Clothing,Bralette,1014,? 600.00,? 780.00,6,3600,? 100.00,Cash,"? 4,680.00","? 1,080.00"
175,05-07-2024,Winnipeg,Canada,Normal,Female,Groceries,Salt,1027,? 20.00,? 26.00,7,140,? 12.74,Credit Card,? 182.00,? 42.00
176,05-07-2024,Etawah,India,Member,Female,Groceries,Wheat Flour,1025,? 55.00,? 72.00,4,220,? 28.60,Cash,? 286.00,? 66.00
177,05-07-2024,Ras Al Khaimah,UAE,Member,Female,Electronics,Power Bank,1006,"? 1,200.00","? 1,560.00",7,8400,? 156.00,Cash,"? 10,500.00","? 2,100.00"
178,05-07-2024,Atlanta,USA,Member,Female,Groceries,Wheat Flour,1025,? 55.00,? 72.00,6,330,? 56.93,E-Wallet,? 379.50,? 49.50
179,05-07-2024,Delhi,India,Member,Male,Clothing,T-shirt,1017,? 500.00,? 650.00,5,2500,? 100.00,E-Wallet,"? 3,250.00",? 750.00
180,05-07-2024,Liverpool,UK,Member,Male,Groceries,Milk,1021,? 60.00,? 78.00,5,300,? 37.50,Cash,? 375.00,? 75.00
181,05-07-2024,Moradabad,India,Normal,Female,Groceries,Packaged Water (1L),1031,? 20.00,? 26.00,4,80,? 10.40,E-Wallet,? 104.00,? 24.00
182,05-07-2024,Manchester,UK,Normal,Male,Stationery,Notebook,1035,? 50.00,? 65.00,6,300,? 39.00,E-Wallet,? 390.00,? 90.00
183,05-07-2024,London,UK,Normal,Female,Groceries,Milk,1021,? 60.00,? 78.00,4,240,? 21.84,Credit Card,? 312.00,? 72.00
184,05-07-2024,Chennai,India,Normal,Male,Personal Care,Razor,1057,? 50.00,? 65.00,5,250,? 21.88,Credit Card,? 312.50,? 62.50
185,05-07-2024,Fortaleza,Brazil,Normal,Female,Clothing,Socks,1016,? 100.00,? 130.00,4,400,? 26.00,Cash,? 520.00,? 120.00
186,05-07-2024,Abu Dhabi,UAE,Member,Female,Groceries,Fruits,1024,? 80.00,? 104.00,5,400,? 46.00,Cash,? 460.00,? 60.00
187,05-07-2024,Gandhinagar,India,Normal,Female,Groceries,Sugar,1026,? 45.00,? 59.00,10,450,? 39.38,Credit Card,? 562.50,? 112.50
188,05-07-2024,Hamburg,Germany,Member,Male,Electronics,Bluetooth Speaker,1005,"? 2,200.00","? 2,860.00",2,4400,? 286.00,E-Wallet,"? 5,720.00","? 1,320.00"
189,05-07-2024,Gwalior,India,Normal,Male,Groceries,Packaged Water (1L),1031,? 20.00,? 26.00,5,100,? 12.50,E-Wallet,? 125.00,? 25.00
190,06-07-2024,Moradabad,India,Normal,Female,Clothing,Cap,1019,? 300.00,? 390.00,4,1200,? 78.00,Cash,"? 1,560.00",? 360.00
191,06-07-2024,Manaus,Brazil,Member,Male,Electronics,Power Bank,1006,"? 1,200.00","? 1,560.00",6,7200,? 156.00,E-Wallet,"? 9,360.00","? 2,160.00"
192,06-07-2024,Patna,India,Normal,Male,Clothing,Pants,1011,"? 1,500.00","? 1,950.00",5,7500,? 195.00,Cash,"? 9,750.00","? 2,250.00"
193,06-07-2024,Manchester,UK,Normal,Male,Electronics,Tablet,1002,"? 18,000.00","? 23,400.00",5,90000,"? 3,510.00",E-Wallet,"? 1,17,000.00","? 27,000.00"
194,06-07-2024,Stuttgart,Germany,Member,Female,Groceries,Energy Drink,1034,? 100.00,? 130.00,8,800,? 100.00,E-Wallet,? 920.00,? 120.00
195,06-07-2024,São Paulo,Brazil,Normal,Male,Electronics,Laptop,1000,"? 55,000.00","? 71,500.00",4,220000,"? 10,725.00",Credit Card,"? 2,53,000.00","? 33,000.00"
196,06-07-2024,Bardhaman,India,Normal,Male,Household Items,Laundry Basket,1050,? 450.00,? 585.00,6,2700,? 100.00,Credit Card,"? 3,510.00",? 810.00
197,06-07-2024,Brisbane,Australia,Normal,Male,Groceries,Packaged Water (1L),1031,? 20.00,? 26.00,2,40,? 5.20,E-Wallet,? 52.00,? 12.00
198,06-07-2024,Indianapolis,USA,Normal,Male,Electronics,Headphones,1003,"? 3,500.00","? 4,550.00",4,14000,? 455.00,Cash,"? 17,500.00","? 3,500.00"
199,06-07-2024,Indianapolis,USA,Normal,Male,Clothing,Cap,1019,? 300.00,? 390.00,7,2100,? 100.00,Credit Card,"? 2,730.00",? 630.00
200,06-07-2024,Kolhapur,India,Normal,Male,Electronics,Laptop,1000,"? 55,000.00","? 71,500.00",2,110000,"? 10,010.00",Credit Card,"? 1,43,000.00","? 33,000.00"
201,06-07-2024,Denver,USA,Member,Male,Clothing,Cap,1019,? 300.00,? 390.00,7,2100,? 100.00,Cash,"? 2,730.00",? 630.00
202,06-07-2024,London,UK,Normal,Male,Electronics,Monitor,1009,"? 12,000.00","? 15,600.00",7,84000,"? 2,340.00",E-Wallet,"? 1,09,200.00","? 25,200.00"
203,06-07-2024,Manaus,Brazil,Normal,Male,Groceries,Rice,1020,? 60.00,? 78.00,8,480,? 42.00,Credit Card,? 600.00,? 120.00
204,06-07-2024,Hyderabad,India,Normal,Female,Groceries,Milk,1021,? 60.00,? 78.00,10,600,? 39.00,Cash,? 780.00,? 180.00
205,06-07-2024,Manchester,UK,Member,Female,Groceries,Salt,1027,? 20.00,? 26.00,2,40,? 5.76,Credit Card,? 48.00,? 8.00
206,06-07-2024,Vancouver,Canada,Normal,Female,Personal Care,Toothbrush,1054,? 25.00,? 33.00,3,75,? 9.75,E-Wallet,? 97.50,? 22.50
207,06-07-2024,Pune,India,Normal,Female,Groceries,Packaged Water (1L),1031,? 20.00,? 26.00,3,60,? 7.50,E-Wallet,? 75.00,? 15.00
208,06-07-2024,Leeds,UK,Normal,Female,Groceries,Wheat Flour,1025,? 55.00,? 72.00,5,275,? 35.75,E-Wallet,? 357.50,? 82.50
209,06-07-2024,Aizawl,India,Normal,Female,Groceries,Packaged Water (1L),1031,? 20.00,? 26.00,8,160,? 14.00,Credit Card,? 200.00,? 40.00
210,06-07-2024,Glasgow,UK,Member,Female,Personal Care,Face Wash,1055,? 150.00,? 195.00,4,600,? 78.00,Cash,? 780.00,? 180.00
211,06-07-2024,Ratlam,India,Member,Male,Clothing,Shirt,1010,? 900.00,"? 1,170.00",4,3600,? 117.00,E-Wallet,"? 4,680.00","? 1,080.00"
212,06-07-2024,Sydney,Australia,Normal,Male,Clothing,Shoes,1015,"? 2,000.00","? 2,600.00",5,10000,? 260.00,E-Wallet,"? 13,000.00","? 3,000.00"
213,06-07-2024,San Jose,USA,Normal,Male,Groceries,Sugar,1026,? 45.00,? 59.00,8,360,? 22.50,Cash,? 450.00,? 90.00
214,06-07-2024,Calgary,Canada,Normal,Male,Personal Care,Face Wash,1055,? 150.00,? 195.00,8,1200,? 75.00,Cash,"? 1,500.00",? 300.00
215,06-07-2024,Raichur,India,Normal,Female,Groceries,Soft Drink (500ml),1030,? 40.00,? 52.00,6,240,? 15.00,Cash,? 300.00,? 60.00
216,06-07-2024,Nagpur,India,Normal,Male,Groceries,Eggs,1023,? 7.00,? 9.00,5,35,? 3.19,Credit Card,? 45.50,? 10.50
217,06-07-2024,Ottawa,Canada,Normal,Male,Clothing,T-shirt,1017,? 500.00,? 650.00,3,1500,? 100.00,E-Wallet,"? 1,950.00",? 450.00
218,06-07-2024,Hobart,Australia,Normal,Male,Groceries,Rice,1020,? 60.00,? 78.00,3,180,? 10.80,Cash,? 216.00,? 36.00
219,06-07-2024,Visakhapatnam,India,Normal,Male,Groceries,Energy Drink,1034,? 100.00,? 130.00,6,600,? 54.60,Credit Card,? 780.00,? 180.00
220,06-07-2024,Nagpur,India,Normal,Female,Groceries,Tea,1029,? 550.00,? 715.00,2,1100,? 100.00,Credit Card,"? 1,430.00",? 330.00
221,06-07-2024,Abu Dhabi,UAE,Member,Female,Groceries,Rice,1020,? 60.00,? 78.00,7,420,? 54.60,Cash,? 546.00,? 126.00
222,07-07-2024,New York,USA,Member,Female,Groceries,Soft Drink (500ml),1030,? 40.00,? 52.00,5,200,? 26.00,Cash,? 260.00,? 60.00
223,07-07-2024,Jacksonville,USA,Normal,Female,Electronics,USB Cable,1008,? 250.00,? 325.00,4,1000,? 60.00,Cash,"? 1,200.00",? 200.00
224,07-07-2024,Sydney,Australia,Member,Male,Electronics,Laptop,1000,"? 55,000.00","? 71,500.00",2,110000,"? 10,725.00",Cash,"? 1,43,000.00","? 33,000.00"
225,07-07-2024,Belo Horizonte,Brazil,Member,Male,Electronics,Laptop,1000,"? 55,000.00","? 71,500.00",10,550000,"? 10,725.00",Cash,"? 7,15,000.00","? 1,65,000.00"
226,07-07-2024,Jaipur,India,Normal,Male,Groceries,Eggs,1023,? 7.00,? 9.00,6,42,? 2.52,Cash,? 50.40,? 8.40
227,07-07-2024,Palghar,India,Member,Female,Groceries,Coffee (200g),1033,? 250.00,? 325.00,6,1500,? 100.00,Cash,"? 1,950.00",? 450.00
228,07-07-2024,Fujairah,UAE,Normal,Female,Groceries,Tea,1029,? 550.00,? 715.00,5,2750,? 100.00,Credit Card,"? 3,437.50",? 687.50
229,07-07-2024,Dubai,UAE,Normal,Male,Electronics,Charger,1007,? 800.00,"? 1,040.00",6,4800,? 104.00,Credit Card,"? 6,240.00","? 1,440.00"
230,07-07-2024,Tenali,India,Normal,Male,Groceries,Wheat Flour,1025,? 55.00,? 72.00,8,440,? 57.20,E-Wallet,? 572.00,? 132.00
231,07-07-2024,Karimnagar,India,Normal,Male,Groceries,Bread,1022,? 40.00,? 52.00,8,320,? 25.76,Credit Card,? 368.00,? 48.00
232,07-07-2024,San Jose,USA,Normal,Male,Groceries,Salt,1027,? 20.00,? 26.00,2,40,? 2.60,Cash,? 52.00,? 12.00
233,07-07-2024,Sambalpur,India,Member,Female,Clothing,Skirt,1013,? 800.00,"? 1,040.00",4,3200,? 104.00,E-Wallet,"? 3,840.00",? 640.00
234,07-07-2024,Dallas,USA,Normal,Female,Groceries,Sugar,1026,? 45.00,? 59.00,2,90,? 11.70,E-Wallet,? 117.00,? 27.00
235,07-07-2024,Las Vegas,USA,Normal,Male,Household Items,Broom,1048,? 90.00,? 117.00,6,540,? 35.10,Cash,? 702.00,? 162.00
236,07-07-2024,Baranagar,India,Normal,Male,Clothing,Jacket,1012,"? 2,500.00","? 3,250.00",7,17500,? 325.00,Credit Card,"? 22,750.00","? 5,250.00"
237,07-07-2024,Aligarh,India,Normal,Male,Clothing,Cap,1019,? 300.00,? 390.00,4,1200,? 100.00,E-Wallet,"? 1,500.00",? 300.00
238,07-07-2024,Mysore,India,Member,Male,Groceries,Cooking Oil,1028,? 140.00,? 182.00,6,840,? 100.00,Cash,"? 1,092.00",? 252.00
239,07-07-2024,Seattle,USA,Normal,Male,Electronics,Tablet,1002,"? 18,000.00","? 23,400.00",8,144000,"? 3,510.00",Cash,"? 1,87,200.00","? 43,200.00"
240,07-07-2024,Moradabad,India,Normal,Female,Clothing,Shoes,1015,"? 2,000.00","? 2,600.00",4,8000,? 260.00,Cash,"? 10,000.00","? 2,000.00"
241,07-07-2024,Brasília,Brazil,Normal,Male,Groceries,Packaged Water (1L),1031,? 20.00,? 26.00,2,40,? 5.20,E-Wallet,? 52.00,? 12.00
242,07-07-2024,Palghar,India,Member,Male,Electronics,Tablet,1002,"? 18,000.00","? 23,400.00",5,90000,"? 3,510.00",Credit Card,"? 1,12,500.00","? 22,500.00"
243,07-07-2024,Tumkur,India,Normal,Female,Groceries,Sugar,1026,? 45.00,? 59.00,8,360,? 46.80,E-Wallet,? 468.00,? 108.00
244,07-07-2024,Phoenix,USA,Normal,Female,Electronics,Tablet,1002,"? 18,000.00","? 23,400.00",5,90000,"? 3,510.00",E-Wallet,"? 1,17,000.00","? 27,000.00"
245,07-07-2024,Manaus,Brazil,Normal,Male,Clothing,Socks,1016,? 100.00,? 130.00,8,800,? 48.00,Cash,? 960.00,? 160.00
246,07-07-2024,Agra,India,Member,Male,Groceries,Fruits,1024,? 80.00,? 104.00,5,400,? 75.00,E-Wallet,? 500.00,? 100.00
247,07-07-2024,Pune,India,Member,Female,Household Items,Broom,1048,? 90.00,? 117.00,2,180,? 23.40,Cash,? 234.00,? 54.00
248,07-07-2024,Manaus,Brazil,Normal,Female,Personal Care,Toothbrush,1054,? 25.00,? 33.00,4,100,? 8.75,Credit Card,? 125.00,? 25.00
249,07-07-2024,Tenali,India,Normal,Male,Clothing,Bralette,1014,? 600.00,? 780.00,10,6000,? 100.00,E-Wallet,"? 7,800.00","? 1,800.00"
250,08-07-2024,Baltimore,USA,Normal,Female,Clothing,Bralette,1014,? 600.00,? 780.00,5,3000,? 100.00,Cash,"? 3,900.00",? 900.00
251,08-07-2024,Jalgaon,India,Normal,Male,Personal Care,Deodorant,1056,? 200.00,? 260.00,6,1200,? 100.00,E-Wallet,"? 1,500.00",? 300.00
252,08-07-2024,Edmonton,Canada,Normal,Male,Groceries,Eggs,1023,? 7.00,? 9.00,8,56,? 3.64,Cash,? 72.80,? 16.80
253,08-07-2024,Hamburg,Germany,Normal,Male,Groceries,Coffee (200g),1033,? 250.00,? 325.00,5,1250,? 81.25,Cash,"? 1,625.00",? 375.00
254,08-07-2024,Moradabad,India,Normal,Female,Household Items,Dish Soap,1047,? 80.00,? 104.00,9,720,? 65.52,Credit Card,? 936.00,? 216.00
255,08-07-2024,Rio de Janeiro,Brazil,Normal,Female,Groceries,Packaged Water (1L),1031,? 20.00,? 26.00,2,40,? 3.64,Credit Card,? 52.00,? 12.00
256,08-07-2024,Phoenix,USA,Normal,Female,Groceries,Salt,1027,? 20.00,? 26.00,6,120,? 7.80,Cash,? 156.00,? 36.00
257,08-07-2024,Kharagpur,India,Normal,Female,Groceries,Cooking Oil,1028,? 140.00,? 182.00,7,980,? 89.18,Credit Card,"? 1,274.00",? 294.00
258,08-07-2024,Fujairah,UAE,Normal,Male,Electronics,Charger,1007,? 800.00,"? 1,040.00",4,3200,? 104.00,Cash,"? 4,000.00",? 800.00
259,08-07-2024,Baranagar,India,Member,Male,Groceries,Energy Drink,1034,? 100.00,? 130.00,6,600,? 69.00,Cash,? 690.00,? 90.00
260,08-07-2024,Sambalpur,India,Normal,Male,Groceries,Salt,1027,? 20.00,? 26.00,3,60,? 3.60,Cash,? 72.00,? 12.00
261,08-07-2024,Ahmedabad,India,Member,Male,Groceries,Wheat Flour,1025,? 55.00,? 72.00,6,330,? 64.35,E-Wallet,? 429.00,? 99.00
262,08-07-2024,Ahmedabad,India,Member,Female,Groceries,Wheat Flour,1025,? 55.00,? 72.00,6,330,? 61.88,E-Wallet,? 412.50,? 82.50
263,08-07-2024,Quebec City,Canada,Normal,Female,Groceries,Juice (1L),1032,? 90.00,? 117.00,8,720,? 65.52,Credit Card,? 936.00,? 216.00
264,08-07-2024,Chicago,USA,Normal,Male,Electronics,Charger,1007,? 800.00,"? 1,040.00",5,4000,? 104.00,Cash,"? 5,200.00","? 1,200.00"
265,08-07-2024,Montreal,Canada,Normal,Female,Groceries,Juice (1L),1032,? 90.00,? 117.00,6,540,? 33.75,Cash,? 675.00,? 135.00
266,08-07-2024,Pali,India,Normal,Female,Personal Care,Razor,1057,? 50.00,? 65.00,6,300,? 27.30,Credit Card,? 390.00,? 90.00
267,08-07-2024,Visakhapatnam,India,Member,Female,Groceries,Salt,1027,? 20.00,? 26.00,7,140,? 18.20,Cash,? 182.00,? 42.00
268,08-07-2024,Kharagpur,India,Normal,Male,Groceries,Wheat Flour,1025,? 55.00,? 72.00,3,165,? 15.02,Credit Card,? 214.50,? 49.50
269,08-07-2024,Denver,USA,Normal,Male,Household Items,Dustbin,1049,? 300.00,? 390.00,6,1800,? 100.00,E-Wallet,"? 2,340.00",? 540.00
270,08-07-2024,Edmonton,Canada,Normal,Female,Clothing,T-shirt,1017,? 500.00,? 650.00,6,3000,? 100.00,Cash,"? 3,750.00",? 750.00
271,08-07-2024,Kolkata,India,Normal,Female,Personal Care,Shampoo,1051,? 180.00,? 234.00,6,1080,? 94.50,Credit Card,"? 1,350.00",? 270.00
272,09-07-2024,Leeds,UK,Normal,Female,Electronics,Smartwatch,1004,"? 5,000.00","? 6,500.00",8,40000,? 650.00,E-Wallet,"? 50,000.00","? 10,000.00"
273,09-07-2024,Mysore,India,Normal,Male,Clothing,Jacket,1012,"? 2,500.00","? 3,250.00",4,10000,? 325.00,Cash,"? 12,500.00","? 2,500.00"
274,09-07-2024,Jacksonville,USA,Member,Male,Electronics,Power Bank,1006,"? 1,200.00","? 1,560.00",7,8400,? 156.00,Credit Card,"? 10,500.00","? 2,100.00"
275,09-07-2024,Winnipeg,Canada,Normal,Male,Personal Care,Sanitary Pads,1058,? 100.00,? 130.00,9,900,? 81.90,Credit Card,"? 1,170.00",? 270.00
276,09-07-2024,Satna,India,Normal,Female,Groceries,Eggs,1023,? 7.00,? 9.00,6,42,? 3.82,Credit Card,? 54.60,? 12.60
277,09-07-2024,Quebec City,Canada,Normal,Female,Electronics,Bluetooth Speaker,1005,"? 2,200.00","? 2,860.00",5,11000,? 286.00,Credit Card,"? 14,300.00","? 3,300.00"
278,09-07-2024,Ahmedabad,India,Normal,Male,Groceries,Rice,1020,? 60.00,? 78.00,5,300,? 19.50,Cash,? 390.00,? 90.00
279,09-07-2024,Nagpur,India,Normal,Female,Electronics,USB Cable,1008,? 250.00,? 325.00,3,750,? 68.25,Credit Card,? 975.00,? 225.00
280,09-07-2024,Sheffield,UK,Member,Female,Household Items,Toilet Cleaner,1046,? 95.00,? 124.00,4,380,? 59.28,Credit Card,? 494.00,? 114.00
281,09-07-2024,Chennai,India,Normal,Male,Clothing,T-shirt,1017,? 500.00,? 650.00,7,3500,? 100.00,Cash,"? 4,550.00","? 1,050.00"
282,09-07-2024,Brisbane,Australia,Normal,Female,Stationery,Folder,1037,? 30.00,? 39.00,8,240,? 15.00,Cash,? 300.00,? 60.00
283,09-07-2024,Manaus,Brazil,Normal,Male,Groceries,Wheat Flour,1025,? 55.00,? 72.00,3,165,? 13.28,Credit Card,? 189.75,? 24.75
284,09-07-2024,Birmingham,UK,Member,Male,Electronics,Smartwatch,1004,"? 5,000.00","? 6,500.00",4,20000,? 650.00,Credit Card,"? 26,000.00","? 6,000.00"
285,09-07-2024,Gold Coast,Australia,Normal,Male,Groceries,Packaged Water (1L),1031,? 20.00,? 26.00,7,140,? 17.50,E-Wallet,? 175.00,? 35.00
286,09-07-2024,Leeds,UK,Normal,Male,Clothing,T-shirt,1017,? 500.00,? 650.00,6,3000,? 100.00,Cash,"? 3,900.00",? 900.00
287,09-07-2024,Birmingham,UK,Member,Female,Electronics,Smartphone,1001,"? 25,000.00","? 32,500.00",10,250000,"? 4,875.00",E-Wallet,"? 3,12,500.00","? 62,500.00"
288,09-07-2024,Fortaleza,Brazil,Member,Male,Personal Care,Shampoo,1051,? 180.00,? 234.00,7,1260,? 100.00,Cash,"? 1,575.00",? 315.00
289,09-07-2024,Toronto,Canada,Normal,Male,Groceries,Soft Drink (500ml),1030,? 40.00,? 52.00,7,280,? 36.40,E-Wallet,? 364.00,? 84.00
290,09-07-2024,Sharjah,UAE,Member,Male,Electronics,Tablet,1002,"? 18,000.00","? 23,400.00",10,180000,"? 3,510.00",Cash,"? 2,34,000.00","? 54,000.00"
291,09-07-2024,Canberra,Australia,Member,Male,Household Items,Toilet Cleaner,1046,? 95.00,? 124.00,6,570,? 74.10,Cash,? 741.00,? 171.00
292,09-07-2024,Winnipeg,Canada,Member,Male,Stationery,Folder,1037,? 30.00,? 39.00,4,120,? 17.28,Credit Card,? 144.00,? 24.00
293,09-07-2024,Edmonton,Canada,Normal,Male,Electronics,Smartwatch,1004,"? 5,000.00","? 6,500.00",2,10000,? 650.00,Cash,"? 13,000.00","? 3,000.00"
294,09-07-2024,Berlin,Germany,Normal,Female,Groceries,Cooking Oil,1028,? 140.00,? 182.00,5,700,? 63.70,Credit Card,? 910.00,? 210.00
295,09-07-2024,Agra,India,Normal,Male,Groceries,Coffee (200g),1033,? 250.00,? 325.00,5,1250,? 100.00,E-Wallet,"? 1,562.50",? 312.50
296,09-07-2024,Gold Coast,Australia,Member,Female,Electronics,Headphones,1003,"? 3,500.00","? 4,550.00",8,28000,? 455.00,Credit Card,"? 36,400.00","? 8,400.00"
297,09-07-2024,Aligarh,India,Member,Male,Groceries,Fruits,1024,? 80.00,? 104.00,7,560,? 100.00,E-Wallet,? 728.00,? 168.00
298,09-07-2024,Ras Al Khaimah,UAE,Normal,Female,Groceries,Wheat Flour,1025,? 55.00,? 72.00,4,220,? 20.02,Credit Card,? 286.00,? 66.00
299,09-07-2024,Nizamabad,India,Normal,Female,Electronics,Laptop,1000,"? 55,000.00","? 71,500.00",4,220000,"? 10,725.00",Cash,"? 2,86,000.00","? 66,000.00"
300,09-07-2024,Berlin,Germany,Member,Male,Groceries,Eggs,1023,? 7.00,? 9.00,5,35,? 4.55,Cash,? 45.50,? 10.50
301,10-07-2024,Lucknow,India,Member,Male,Groceries,Juice (1L),1032,? 90.00,? 117.00,5,450,? 70.20,Credit Card,? 585.00,? 135.00
302,10-07-2024,Sheffield,UK,Normal,Female,Electronics,Laptop,1000,"? 55,000.00","? 71,500.00",6,330000,"? 10,725.00",Cash,"? 3,96,000.00","? 66,000.00"
303,10-07-2024,Brasília,Brazil,Normal,Female,Household Items,Dish Soap,1047,? 80.00,? 104.00,3,240,? 31.20,E-Wallet,? 312.00,? 72.00
304,10-07-2024,Manaus,Brazil,Member,Male,Electronics,Monitor,1009,"? 12,000.00","? 15,600.00",4,48000,"? 2,340.00",Cash,"? 60,000.00","? 12,000.00"
305,10-07-2024,Ajman,UAE,Normal,Female,Household Items,Laundry Basket,1050,? 450.00,? 585.00,4,1800,? 100.00,Cash,"? 2,340.00",? 540.00
306,10-07-2024,Pali,India,Normal,Male,Household Items,Toilet Cleaner,1046,? 95.00,? 124.00,7,665,? 58.19,Credit Card,? 831.25,? 166.25
307,10-07-2024,Sydney,Australia,Member,Female,Clothing,Jacket,1012,"? 2,500.00","? 3,250.00",6,15000,? 325.00,E-Wallet,"? 19,500.00","? 4,500.00"
308,10-07-2024,Brasília,Brazil,Member,Female,Personal Care,Deodorant,1056,? 200.00,? 260.00,9,1800,? 100.00,Credit Card,"? 2,250.00",? 450.00
309,10-07-2024,Winnipeg,Canada,Normal,Male,Groceries,Eggs,1023,? 7.00,? 9.00,5,35,? 3.19,Credit Card,? 45.50,? 10.50
310,10-07-2024,Indianapolis,USA,Member,Male,Household Items,Dish Soap,1047,? 80.00,? 104.00,7,560,? 72.80,Cash,? 728.00,? 168.00
311,10-07-2024,Nagpur,India,Member,Male,Electronics,USB Cable,1008,? 250.00,? 325.00,8,2000,? 100.00,Cash,"? 2,600.00",? 600.00
312,10-07-2024,Liverpool,UK,Member,Female,Clothing,Skirt,1013,? 800.00,"? 1,040.00",3,2400,? 104.00,Cash,"? 3,000.00",? 600.00
313,10-07-2024,Aizawl,India,Member,Male,Groceries,Coffee (200g),1033,? 250.00,? 325.00,5,1250,? 100.00,Credit Card,"? 1,562.50",? 312.50
314,10-07-2024,Ratlam,India,Member,Male,Groceries,Eggs,1023,? 7.00,? 9.00,5,35,? 6.56,E-Wallet,? 43.75,? 8.75
315,10-07-2024,Denver,USA,Member,Male,Clothing,Socks,1016,? 100.00,? 130.00,4,400,? 78.00,E-Wallet,? 520.00,? 120.00
316,10-07-2024,Houston,USA,Normal,Female,Groceries,Milk,1021,? 60.00,? 78.00,6,360,? 23.40,Cash,? 468.00,? 108.00
317,10-07-2024,Pune,India,Normal,Female,Groceries,Fruits,1024,? 80.00,? 104.00,3,240,? 15.60,Cash,? 312.00,? 72.00
318,10-07-2024,Phoenix,USA,Normal,Female,Clothing,Skirt,1013,? 800.00,"? 1,040.00",7,5600,? 104.00,Credit Card,"? 7,280.00","? 1,680.00"
319,10-07-2024,Al Ain,UAE,Member,Male,Groceries,Cooking Oil,1028,? 140.00,? 182.00,9,1260,? 100.00,Credit Card,"? 1,512.00",? 252.00
320,10-07-2024,Visakhapatnam,India,Normal,Male,Groceries,Packaged Water (1L),1031,? 20.00,? 26.00,7,140,? 18.20,E-Wallet,? 182.00,? 42.00
321,10-07-2024,Mumbai,India,Normal,Female,Electronics,Bluetooth Speaker,1005,"? 2,200.00","? 2,860.00",2,4400,? 286.00,Credit Card,"? 5,720.00","? 1,320.00"
322,10-07-2024,Bardhaman,India,Normal,Male,Personal Care,Face Wash,1055,? 150.00,? 195.00,5,750,? 93.75,E-Wallet,? 937.50,? 187.50
323,10-07-2024,Bristol,UK,Normal,Female,Groceries,Bread,1022,? 40.00,? 52.00,1,40,? 3.64,Credit Card,? 52.00,? 12.00
324,10-07-2024,Karimnagar,India,Normal,Male,Electronics,Tablet,1002,"? 18,000.00","? 23,400.00",4,72000,"? 3,510.00",E-Wallet,"? 93,600.00","? 21,600.00"
325,10-07-2024,Dubai,UAE,Normal,Female,Electronics,Monitor,1009,"? 12,000.00","? 15,600.00",4,48000,"? 2,340.00",Credit Card,"? 62,400.00","? 14,400.00"
326,10-07-2024,Canberra,Australia,Normal,Male,Personal Care,Toothbrush,1054,? 25.00,? 33.00,3,75,? 6.83,Credit Card,? 97.50,? 22.50
327,10-07-2024,Gwalior,India,Member,Female,Groceries,Soft Drink (500ml),1030,? 40.00,? 52.00,5,200,? 30.00,Credit Card,? 250.00,? 50.00
328,10-07-2024,Sambalpur,India,Normal,Female,Electronics,Tablet,1002,"? 18,000.00","? 23,400.00",4,72000,"? 3,510.00",E-Wallet,"? 93,600.00","? 21,600.00"
329,11-07-2024,Aizawl,India,Normal,Female,Electronics,Monitor,1009,"? 12,000.00","? 15,600.00",7,84000,"? 2,340.00",Cash,"? 1,09,200.00","? 25,200.00"
330,11-07-2024,Brisbane,Australia,Normal,Female,Personal Care,Soap,1052,? 35.00,? 46.00,2,70,? 5.64,Credit Card,? 80.50,? 10.50
331,11-07-2024,Liverpool,UK,Normal,Female,Groceries,Eggs,1023,? 7.00,? 9.00,3,21,? 1.31,Cash,? 26.25,? 5.25
332,11-07-2024,London,UK,Normal,Male,Groceries,Eggs,1023,? 7.00,? 9.00,5,35,? 3.19,Credit Card,? 45.50,? 10.50
333,11-07-2024,Jacksonville,USA,Normal,Male,Electronics,Bluetooth Speaker,1005,"? 2,200.00","? 2,860.00",8,17600,? 286.00,Credit Card,"? 22,880.00","? 5,280.00"
334,11-07-2024,Leipzig,Germany,Normal,Male,Clothing,Pants,1011,"? 1,500.00","? 1,950.00",6,9000,? 195.00,E-Wallet,"? 10,800.00","? 1,800.00"
